title,cleaned_title,tokenized_title,processed_title,category,sentiment,url
புவி வெப்பமயமாதல்: மகரந்தத்தைக் காப்பாற்ற நிறம் மாறும் பூக்கள்..!,புவி வெப்பமயமாதல் மகரந்தத்தைக் காப்பாற்ற நிறம் மாறும் பூக்கள்,புவி வெப்பமயமாதல் மகரந்தத்தைக் காப்பாற்ற நிறம் மாறும் பூக்கள்,புவி வெப்பமயமாதல் மகரந்தத்தைக் காப்பாற்ற நிறம் மாறும் பூக்,சுற்றுச்சூழல்,Neutral,https://www.puthiyathalaimurai.com/environment/flowers-are-changing-colour-to-save-pollen-from-global-warming--ozone-depletion
மின்னாற்றலை செலுத்தினால் கணித திறன் அதிகரிக்குமா?,மின்னாற்றலை செலுத்தினால் கணித திறன் அதிகரிக்குமா,மின்னாற்றலை செலுத்தினால் கணித திறன் அதிகரிக்குமா,மின்னாற்றலை செலுத்தினால் கணித திறன் அதிகரிக்குமா,ஹெல்த்,Neutral,https://www.puthiyathalaimurai.com/health/can-zapping-your-brain-with-electricity-improve-math-skills
சென்னை: ரஷ்ய முதலீடு பெற்றுத் தருவதாக பல கோடி மோசடி – என்ஐஏ விசாரணையில் வெளியான அதிர்ச்சி தகவல்,சென்னை ரஷ்ய முதலீடு பெற்றுத் தருவதாக பல கோடி மோசடி என்ஐஏ விசாரணையில் வெளியான அதிர்ச்சி தகவல்,சென்னை ரஷ்ய முதலீடு பெற்றுத் தருவதாக பல கோடி மோசடி என்ஐஏ விசாரணையில் வெளியான அதிர்ச்சி தகவல்,சென்னை ரஷ்ய முதலீடு பெற்றுத் தருவதாக கோடி மோசடி என்ஐஏ விசாரணையில் வெளியான அதிர்ச்சி தகவல்,குற்றம்,Negative,https://www.puthiyathalaimurai.com/crime/a-multi-crore-scam-shocking-information-revealed-in-the-nia-investigation
மெட்டாவெர்ஸ் என்றால் என்ன? மெட்டாவெர்ஸ் உலகம் எப்படி இருக்கும்? - ஓர் எளிய புரிதல்,மெட்டாவெர்ஸ் என்றால் என்ன மெட்டாவெர்ஸ் உலகம் எப்படி இருக்கும் ஓர் எளிய புரிதல்,மெட்டாவெர்ஸ் என்றால் என்ன மெட்டாவெர்ஸ் உலகம் எப்படி இருக்கும் ஓர் எளிய புரிதல்,மெட்டாவெர்ஸ் என்றால் மெட்டாவெர்ஸ் உலகம் எப் எளிய புரிதல்,சிறப்புக் களம்,Neutral,https://www.puthiyathalaimurai.com/features/what-is-metaverse-what-exactly-is-the-metaverse
"மறக்க முடியாத துணைக் கதாபாத்திரங்கள் | கண்டிப்பு, கறார், கருணை, கரிசனம்... ‘தினந்தோறும்’ ரேணுகா!",மறக்க முடியாத துணைக் கதாபாத்திரங்கள் கண்டிப்பு கறார் கருணை கரிசனம் ‘தினந்தோறும்’ ரேணுகா,மறக்க முடியாத துணைக் கதாபாத்திரங்கள் கண்டிப்பு கறார் கருணை கரிசனம் ‘தினந்தோறும்’ ரேணுகா,மறக்க முடியாத துணைக் கதாபாத்திரங் கண்டிப்பு கறார் கருணை கரிசனம் ‘தினந்தோறும்’ ரேணுகா,கோலிவுட் செய்திகள்,Positive,https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/analysis-of-actress-renuka-role-in-dhinandhorum-movie
IPL மெகா ஏலம் | லக்னோவுக்குச் சென்ற ரிஷப் பண்ட்.. உருக்கமான பதிவிட்ட டெல்லி அணி உரிமையாளர்!,மெகா ஏலம் லக்னோவுக்குச் சென்ற ரிஷப் பண்ட் உருக்கமான பதிவிட்ட டெல்லி அணி உரிமையாளர்,மெகா ஏலம் லக்னோவுக்குச் சென்ற ரிஷப் பண்ட் உருக்கமான பதிவிட்ட டெல்லி அணி உரிமையாளர்,மெகா ஏலம் லக்னோவுக்குச் ரிஷப் பண்ட் உருக்கமான பதிவி டெல்லி அணி உரிமையாளர்,t20,Positive,https://www.puthiyathalaimurai.com/sports/t20/delhi-capitals-co-owner-shares-emotional-post-onrishabh-pant-left-of-team
'தமிழகத்தில் காப்புக்காடுகள் அருகே குவாரிகள் அமைக்கப்படாது' - அமைச்சர் மெய்யநாதன் உறுதி,தமிழகத்தில் காப்புக்காடுகள் அருகே குவாரிகள் அமைக்கப்படாது அமைச்சர் மெய்யநாதன் உறுதி,தமிழகத்தில் காப்புக்காடுகள் அருகே குவாரிகள் அமைக்கப்படாது அமைச்சர் மெய்யநாதன் உறுதி,தமிழகத்தில் காப்புக்காடு அருகே குவாரி அமைக்கப்படாது அமைச்சர் மெய்யநாதன் உறுதி,சுற்றுச்சூழல்,Neutral,https://www.puthiyathalaimurai.com/environment/minister-meiyanathan-gave-an-interview-that-quarries-will-not-be-set-up-near-protected-forests-and-bird-sanctuaries-in-tamil-nadu-and-even-if-there-are-already-quarries--steps-will-be-taken-to-cancel-them
5வது டெஸ்ட் | கேப்டன் ’பென் ஸ்டோக்ஸ்’ விலகல்.. 4 மாற்றங்கள் செய்த இங்கிலாந்து அணி!,வது டெஸ்ட் கேப்டன் ’பென் ஸ்டோக்ஸ்’ விலகல் மாற்றங்கள் செய்த இங்கிலாந்து அணி,வது டெஸ்ட் கேப்டன் ’பென் ஸ்டோக்ஸ்’ விலகல் மாற்றங்கள் செய்த இங்கிலாந்து அணி,வது டெஸ்ட் கேப்டன் ’பென் ஸ்டோக்ஸ்’ விலகல் மாற்றங் இங்கிலாந்து அணி,கிரிக்கெட்,Neutral,https://www.puthiyathalaimurai.com/sports/cricket/ben-stokes-ruled-out-of-5th-test-against-india
இந்தியப் பங்குச் சந்தைகள் சரிவுடன் வர்த்தகம்,இந்தியப் பங்குச் சந்தைகள் சரிவுடன் வர்த்தகம்,இந்தியப் பங்குச் சந்தைகள் சரிவுடன் வர்த்தகம்,இந்தியப் பங்குச் சந்தை சரிவுடன் வர்த்தகம்,வணிகம்,Neutral,https://www.puthiyathalaimurai.com/business/indian-stock-market-gone-down-today
சர்வதேச பதற்றம்.. சரிந்த பங்குகள்.. முதலீட்டாளர்களுக்கு அதிர்ச்சியை தந்த இந்திய பங்கு சந்தை!,சர்வதேச பதற்றம் சரிந்த பங்குகள் முதலீட்டாளர்களுக்கு அதிர்ச்சியை தந்த இந்திய பங்கு சந்தை,சர்வதேச பதற்றம் சரிந்த பங்குகள் முதலீட்டாளர்களுக்கு அதிர்ச்சியை தந்த இந்திய பங்கு சந்தை,சர்வதேச பதற்றம் சரி பங் முதலீட்டாளர் அதிர்ச்சியை தந்த இந்திய பங் சந்தை,மார்க்கெட்,Negative,https://www.puthiyathalaimurai.com/business/market/market-crash-in-numbers-investors-lose-crores-as-sensex-nifty-tumble-amid-iran-israel-tensions
"""தமிழர் உணவு மீதான நம்பிக்கை கூடியது!""- சித்த மருத்துவர் கு.சிவராமன் #ThulirkkumNambikkai",தமிழர் உணவு மீதான நம்பிக்கை கூடியது சித்த மருத்துவர் கு சிவராமன்,தமிழர் உணவு மீதான நம்பிக்கை கூடியது சித்த மருத்துவர் கு சிவராமன்,தமிழர் உணவு மீதான நம்பிக்கை கூடியது சி மருத்துவர் சிவராமன்,தமிழ்நாடு,Positive,https://www.puthiyathalaimurai.com/tamilnadu/siddha-doctor-k-sivaraman-says-other-experiments-also-should-ne-encouraged-other-than-vaccines
கார் பந்தயம் அவ்வளவு சுலபமானதா? ரசிகர்களிடம் உணர்ச்சி பொங்க பேசிய அஜித்குமார்,கார் பந்தயம் அவ்வளவு சுலபமானதா ரசிகர்களிடம் உணர்ச்சி பொங்க பேசிய அஜித்குமார்,கார் பந்தயம் அவ்வளவு சுலபமானதா ரசிகர்களிடம் உணர்ச்சி பொங்க பேசிய அஜித்குமார்,கார் பந்தயம் அவ்வளவு சுலபமானதா ரசிகர்களிடம் உணர்ச்சி பொங்க பேசிய அஜித்குமார்,விளையாட்டு,Neutral,https://www.puthiyathalaimurai.com/sports/ajith-kumar-urges-fans-to-support-indian-motorsport-f1-dream
மதுரை | கடன் தொல்லை.. கடிதம் எழுதி வைத்துவிட்டு மனைவியுடன் தொழிலதிபர் எடுத்த விபரீத முடிவு,மதுரை கடன் தொல்லை கடிதம் எழுதி வைத்துவிட்டு மனைவியுடன் தொழிலதிபர் எடுத்த விபரீத முடிவு,மதுரை கடன் தொல்லை கடிதம் எழுதி வைத்துவிட்டு மனைவியுடன் தொழிலதிபர் எடுத்த விபரீத முடிவு,மதுரை கடன் தொல்லை கடிதம் எழுதி வைத்துவிட்டு மனைவியுடன் தொழிலதிபர் எடு விபரீத முடிவு,தமிழ்நாடு,Negative,https://www.puthiyathalaimurai.com/tamilnadu/madurai-businessmans-tragic-decision-with-his-wife
கோவை: வாகன சோதனையில் சிக்கிய 1 டன் போதைப் பொருள் - இருவர் கைது,கோவை வாகன சோதனையில் சிக்கிய டன் போதைப் பொருள் இருவர் கைது,கோவை வாகன சோதனையில் சிக்கிய டன் போதைப் பொருள் இருவர் கைது,கோவை வாகன சோதனையில் சிக்கிய டன் போதைப் பொருள் இருவர் கைது,குற்றம்,Neutral,https://www.puthiyathalaimurai.com/crime/coimbatore-1-ton-of-drugs-seized-during-vehicle-search-two-arrested
“கப்பல் மாதிரி வீடா? வீடே கப்பல்தான்” - 'ஹே எப்புட்றா' என மிரளச் செய்யும் கொல்கத்தா விவசாயி..!,“கப்பல் மாதிரி வீடா வீடே கப்பல்தான்” ஹே எப்புட்றா என மிரளச் செய்யும் கொல்கத்தா விவசாயி,“கப்பல் மாதிரி வீடா வீடே கப்பல்தான்” ஹே எப்புட்றா என மிரளச் செய்யும் கொல்கத்தா விவசாயி,“கப்பல் மாதிரி வீடா வீடே கப்பல்தான்” ஹே எப்புட்றா மிரளச் கொல்கத்தா விவசாயி,டிரெண்டிங்,Negative,https://www.puthiyathalaimurai.com/trending/kolkata-farmer-builds-his-dream-house-look-alike-ship
LCUவில் கால்வைத்த ட்வின் ஃபிஷ் வால்டர்! | Benz | Lokesh Kanagaraj,வில் கால்வைத்த ட்வின் ஃபிஷ் வால்டர்,வில் கால்வைத்த ட்வின் ஃபிஷ் வால்டர்,வில் கால்வை ட்வின் ஃபிஷ் வால்டர்,கோலிவுட் செய்திகள்,Neutral,https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/nivin-pauly-steps-in-for-benz-shoot
பலுசிஸ்தான் இனி தனி நாடு.. விடுதலை அறிவித்த கிளர்ச்சி பலுசிஸ்தான் படைத்தலைவர்!,பலுசிஸ்தான் இனி தனி நாடு விடுதலை அறிவித்த கிளர்ச்சி பலுசிஸ்தான் படைத்தலைவர்,பலுசிஸ்தான் இனி தனி நாடு விடுதலை அறிவித்த கிளர்ச்சி பலுசிஸ்தான் படைத்தலைவர்,பலுசிஸ்தான் இனி தனி நாடு விடுதலை அறிவி கிளர்ச்சி பலுசிஸ்தான் படைத்தலைவர்,உலகம்,Neutral,https://www.puthiyathalaimurai.com/world/balochistan-not-pakistan-baloch-leader-declares-independence-from-pakistan
சென்னை | பெண் ஊழியருக்கு பாலியல் தொல்லை - ஹோட்டல் ஊழியர்கள் இருவர் கைது,சென்னை பெண் ஊழியருக்கு பாலியல் தொல்லை ஹோட்டல் ஊழியர்கள் இருவர் கைது,சென்னை பெண் ஊழியருக்கு பாலியல் தொல்லை ஹோட்டல் ஊழியர்கள் இருவர் கைது,சென்னை பெண் ஊழியரு பாலியல் தொல்லை ஹோட்டல் ஊழியர் இருவர் கைது,குற்றம்,Negative,https://www.puthiyathalaimurai.com/crime/chennai-sexual-harassment-of-female-employee-two-hotel-employees-arrested
இந்தியாவில் அதிக சொத்துமதிப்பு கொண்ட கோயில்கள் எவை?,இந்தியாவில் அதிக சொத்துமதிப்பு கொண்ட கோயில்கள் எவை,இந்தியாவில் அதிக சொத்துமதிப்பு கொண்ட கோயில்கள் எவை,இந்தியாவில் சொத்துமதிப்பு கோயில் எவை,கோயில்கள்,Neutral,https://www.puthiyathalaimurai.com/spiritual/temples/which-are-the-most-valuable-temples-in-india
சூர்யா பட ரீமேக்.. சஞ்சய் தத் சொன்ன கதை! - சிங்கம் புலி பகிர்ந்த சுவாரஸ்யம் | Suriya | Sanjay Dutt,சூர்யா பட ரீமேக் சஞ்சய் தத் சொன்ன கதை சிங்கம் புலி பகிர்ந்த சுவாரஸ்யம்,சூர்யா பட ரீமேக் சஞ்சய் தத் சொன்ன கதை சிங்கம் புலி பகிர்ந்த சுவாரஸ்யம்,சூர்யா பட ரீமேக் சஞ்சய் தத் சொன்ன கதை சிங்கம் புலி பகிர் சுவாரஸ்யம்,கோலிவுட் செய்திகள்,Positive,https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/suriyas-maayavi-remake-with-sanjay-dutt
திருச்சி | பெண்ணின் மூச்சுக் குழாயில் சிக்கியிருந்த ஊசியை அகற்றிய அரசு மருத்துவர்கள்!,திருச்சி பெண்ணின் மூச்சுக் குழாயில் சிக்கியிருந்த ஊசியை அகற்றிய அரசு மருத்துவர்கள்,திருச்சி பெண்ணின் மூச்சுக் குழாயில் சிக்கியிருந்த ஊசியை அகற்றிய அரசு மருத்துவர்கள்,திருச்சி பெண்ணின் மூச்சுக் குழாயில் சிக்கியிரு ஊசியை அகற்றிய அரசு மருத்துவர்,தமிழ்நாடு,Neutral,https://www.puthiyathalaimurai.com/tamilnadu/trichy-government-doctors-remove-needle-stuck-in-womans-windpipe
கேரளா: மீண்டும் அச்சுறுத்தும் மூளையை உண்ணும் அமீபா... மேலும் ஒருவர் மரணம்!,கேரளா மீண்டும் அச்சுறுத்தும் மூளையை உண்ணும் அமீபா மேலும் ஒருவர் மரணம்,கேரளா மீண்டும் அச்சுறுத்தும் மூளையை உண்ணும் அமீபா மேலும் ஒருவர் மரணம்,கேரளா மீண்டும் அச்சுறுத்தும் மூளையை உண்ணும் அமீபா ஒருவர் மரணம்,ஹெல்த்,Negative,https://www.puthiyathalaimurai.com/health/38-year-old-man-dies-of-brain-eating-amoebic-in-kerala
குருவிற்கும் தெட்சணாமூர்த்திக்கும் உள்ள வேறுபாடு என்ன? யார் இவர்கள்? அறிவோம் ஆன்மீகம்!,குருவிற்கும் தெட்சணாமூர்த்திக்கும் உள்ள வேறுபாடு என்ன யார் இவர்கள் அறிவோம் ஆன்மீகம்,குருவிற்கும் தெட்சணாமூர்த்திக்கும் உள்ள வேறுபாடு என்ன யார் இவர்கள் அறிவோம் ஆன்மீகம்,குருவிற்கும் தெட்சணாமூர்த்திக்கும் வேறுபாடு இவர் அறி ஆன்மீகம்,ஜோதிடம்,Neutral,https://www.puthiyathalaimurai.com/spiritual/astrology/what-is-the-difference-between-dakshinamurthy-guru
"""துருவை உன்னுடைய பையனா நினைச்சுக்கோ மாரினு விக்ரம் சார் சொன்னார்!"" - மாரி செல்வராஜ் | Mari Selvaraj",துருவை உன்னுடைய பையனா நினைச்சுக்கோ மாரினு விக்ரம் சார் சொன்னார் மாரி செல்வராஜ்,துருவை உன்னுடைய பையனா நினைச்சுக்கோ மாரினு விக்ரம் சார் சொன்னார் மாரி செல்வராஜ்,துருவை உன்னுடைய பையனா நினைச்சுக்கோ மாரினு விக்ரம் சார் சொன்னார் மாரி செல்வராஜ்,கோலிவுட் செய்திகள்,Neutral,https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/vikram-sir-said-take-care-of-dhruv-like-your-son-says-mari-selvaraj
GREEN LINE பிரச்னையா... OnePlus பயனாளர்களே இனி கவலை வேண்டாம்..!,பிரச்னையா பயனாளர்களே இனி கவலை வேண்டாம்,பிரச்னையா பயனாளர்களே இனி கவலை வேண்டாம்,பிரச்னையா பயனாளர்களே இனி கவலை வேண்டாம்,ஸ்மார்ட்ஃபோன்,Neutral,https://www.puthiyathalaimurai.com/technology/smartphones/green-line-issue-one-plus-finally-fixes-the-issue-but
தொடங்கியது ரஞ்சி கொண்டாட்டம்.. 35 ஆண்டுகால கனவு.. கோப்பை வெல்லுமா தமிழ்நாடு?,தொடங்கியது ரஞ்சி கொண்டாட்டம் ஆண்டுகால கனவு கோப்பை வெல்லுமா தமிழ்நாடு,தொடங்கியது ரஞ்சி கொண்டாட்டம் ஆண்டுகால கனவு கோப்பை வெல்லுமா தமிழ்நாடு,தொடங்கியது ரஞ்சி கொண்டாட்டம் ஆண்டுகால கனவு கோப்பை வெல்லுமா தமிழ்நாடு,கிரிக்கெட்,Positive,https://www.puthiyathalaimurai.com/sports/cricket/ranji-trophy-celebration-begins-will-tamil-nadu-win-after-35-years-dream
சக்கர வியூகம் 17 | ஆபத்துகளின் வாயிலில்,சக்கர வியூகம் ஆபத்துகளின் வாயிலில்,சக்கர வியூகம் ஆபத்துகளின் வாயிலில்,சக்கர வியூகம் ஆபத்து வாயிலில்,இலக்கியம்,Neutral,https://www.puthiyathalaimurai.com/lifestyle/literature/chakkara-viyugam-episode-17
உலக நாடுகள் மீது வரிவிதிப்பு | அதிபர் ட்ரம்ப்விடம் கோரிக்கை வைத்த எலான் மஸ்க்!,உலக நாடுகள் மீது வரிவிதிப்பு அதிபர் ட்ரம்ப்விடம் கோரிக்கை வைத்த எலான் மஸ்க்,உலக நாடுகள் மீது வரிவிதிப்பு அதிபர் ட்ரம்ப்விடம் கோரிக்கை வைத்த எலான் மஸ்க்,உலக நாடு வரிவிதிப்பு அதிபர் ட்ரம்ப்விடம் கோரிக்கை வை எலான் மஸ்க்,உலகம்,Neutral,https://www.puthiyathalaimurai.com/world/elon-musk-pleaded-with-donald-trump-to-reverse-tariffs
நாளை முதல் விற்பனைக்கு வரும் ஜியோ போன் நெக்ஸ்டின் ஃபர்ஸ்ட் லுக் வெளியானது!,நாளை முதல் விற்பனைக்கு வரும் ஜியோ போன் நெக்ஸ்டின் ஃபர்ஸ்ட் லுக் வெளியானது,நாளை முதல் விற்பனைக்கு வரும் ஜியோ போன் நெக்ஸ்டின் ஃபர்ஸ்ட் லுக் வெளியானது,நாளை விற்பனை ஜியோ போன் நெக்ஸ்டின் ஃபர்ஸ்ட் லுக் வெளியானது,டெக்,Neutral,https://www.puthiyathalaimurai.com/technology/jio-phone-next-first-look-is-here-which-launched-for-sale-in-india-ahead-of-diwali
Headlines|மக்கள் அதிகமுள்ள இடங்களில் முகக்கவசம் முதல் மழை வெள்ளம் வரை!,மக்கள் அதிகமுள்ள இடங்களில் முகக்கவசம் முதல் மழை வெள்ளம் வரை,மக்கள் அதிகமுள்ள இடங்களில் முகக்கவசம் முதல் மழை வெள்ளம் வரை,மக் அதிகமுள்ள இடங் முகக்கவசம் மழை வெள்ளம்,இந்தியா,Neutral,https://www.puthiyathalaimurai.com/india/may-31-2025-morning-headlines-news
"புதிய தலைமுறை Live Update -March 10, 2025",புதிய தலைமுறை,புதிய தலைமுறை,புதிய தலைமுறை,live updates,Neutral,https://www.puthiyathalaimurai.com/trending/live-updates/live-update-6
பாகிஸ்தானுக்கு செல்லும் நதி நீரை நிறுத்த ஆப்கானிஸ்தான் திட்டமா? நடந்தது என்ன?,பாகிஸ்தானுக்கு செல்லும் நதி நீரை நிறுத்த ஆப்கானிஸ்தான் திட்டமா நடந்தது என்ன,பாகிஸ்தானுக்கு செல்லும் நதி நீரை நிறுத்த ஆப்கானிஸ்தான் திட்டமா நடந்தது என்ன,பாகிஸ்தானு நதி நீரை நிறு ஆப்கானிஸ்தான் திட்டமா நட,இந்தியா,Negative,https://www.puthiyathalaimurai.com/india/afghanistans-new-dam-plans-could-cut-water-supply-to-pakistan
IND செய்தது நியாயமே இல்லை.. பின்நாளில் நமக்கே இது நடந்தால்? - ஹர்சித் ரானா விவகாரம் குறித்து அஸ்வின்,செய்தது நியாயமே இல்லை பின்நாளில் நமக்கே இது நடந்தால் ஹர்சித் ரானா விவகாரம் குறித்து அஸ்வின்,செய்தது நியாயமே இல்லை பின்நாளில் நமக்கே இது நடந்தால் ஹர்சித் ரானா விவகாரம் குறித்து அஸ்வின்,செய்தது நியாயமே பின்நாளில் நமக்கே நடந்தால் ஹர்சித் ரானா விவகாரம் குறித்து அஸ்வின்,t20,Negative,https://www.puthiyathalaimurai.com/sports/t20/ashwin-said-harshit-rana-concussion-sub-issue-was-not-fair
Eco India: காட்டுத்தீயை தடுக்க உதவும் ஆடுகள்... எப்படி தெரியுமா?,காட்டுத்தீயை தடுக்க உதவும் ஆடுகள் எப்படி தெரியுமா,காட்டுத்தீயை தடுக்க உதவும் ஆடுகள் எப்படி தெரியுமா,காட்டுத்தீயை தடுக்க உதவும் ஆடு எப் தெரியுமா,சுற்றுச்சூழல்,Neutral,https://www.puthiyathalaimurai.com/environment/eco-india--portugal-using-goats-to-prevent-fires
எதையாவது பேசுவோம் | ஓ.பி.எஸ் இருக்கை பஞ்சாயத்து முதல் போரை நிறுத்த அழைப்பு விடுத்த பாலஸ்தீனம் வரை!,எதையாவது பேசுவோம் ஓ பி எஸ் இருக்கை பஞ்சாயத்து முதல் போரை நிறுத்த அழைப்பு விடுத்த பாலஸ்தீனம் வரை,எதையாவது பேசுவோம் ஓ பி எஸ் இருக்கை பஞ்சாயத்து முதல் போரை நிறுத்த அழைப்பு விடுத்த பாலஸ்தீனம் வரை,எதையாவது பேசு ஓ பி எஸ் இருக்கை பஞ்சாயத்து போரை நிறு அழைப்பு விடு பாலஸ்தீனம்,டிரெண்டிங்,Neutral,https://www.puthiyathalaimurai.com/trending/edhayavadhu-pesuvom-today-show
மூன்று அதிகாரிகளை மாற்ற ஏர் இந்தியாவுக்கு மத்திய அரசு உத்தரவு!,மூன்று அதிகாரிகளை மாற்ற ஏர் இந்தியாவுக்கு மத்திய அரசு உத்தரவு,மூன்று அதிகாரிகளை மாற்ற ஏர் இந்தியாவுக்கு மத்திய அரசு உத்தரவு,மூன்று அதிகாரி மாற்ற ஏர் இந்தியாவு மத்திய அரசு உத்தரவு,இந்தியா,Neutral,https://www.puthiyathalaimurai.com/india/gujarat-plane-crash-central-government-orders-air-india-to-transfer-3-officials
வைட்டமின் டி குறைபாட்டால் உடல் பருமனாகிறதா? - என்ன சொல்கிறது ஆய்வுகள்,வைட்டமின் டி குறைபாட்டால் உடல் பருமனாகிறதா என்ன சொல்கிறது ஆய்வுகள்,வைட்டமின் டி குறைபாட்டால் உடல் பருமனாகிறதா என்ன சொல்கிறது ஆய்வுகள்,வைட்டமின் டி குறைபாட்டால் உடல் பருமனாகிறதா சொல் ஆய்வு,சிறப்புக் களம்,Neutral,https://www.puthiyathalaimurai.com/features/vitamin-d-help-you-lose-weight--symptoms-of--vitamin-d-deficiency
Red One | kanguva | Thangalaan இந்த வார ஓடிடி தியேட்டர் வாட்ச் லிஸ்ட் இதோ..!,இந்த வார ஓடிடி தியேட்டர் வாட்ச் லிஸ்ட் இதோ,இந்த வார ஓடிடி தியேட்டர் வாட்ச் லிஸ்ட் இதோ,வார ஓடிடி தியேட்டர் வாட்ச் லிஸ்ட் இதோ,ஓடிடி திரைப் பார்வை,Neutral,https://www.puthiyathalaimurai.com/cinema/ott-thiraiparvai/red-one-kanguva-thangalaan-list-of-ott-and-theatre-releases-for-the-week
ஏர் இந்தியா நிறுவனத்தின் செயல்பாடுகளில் 100 பாதுகாப்புக் குறைபாடுகள்.. தணிக்கையில் தகவல்!,ஏர் இந்தியா நிறுவனத்தின் செயல்பாடுகளில் பாதுகாப்புக் குறைபாடுகள் தணிக்கையில் தகவல்,ஏர் இந்தியா நிறுவனத்தின் செயல்பாடுகளில் பாதுகாப்புக் குறைபாடுகள் தணிக்கையில் தகவல்,ஏர் இந்தியா நிறுவனத்தின் செயல்பாடு பாதுகாப்புக் குறைபாடு தணிக்கையில் தகவல்,இந்தியா,Negative,https://www.puthiyathalaimurai.com/india/air-india-flagged-for-100-safety-violations-by-dgca-regulator-issues-notice
தேசிய பங்குசந்தை: 62 ஆயிரம் புள்ளிகளை தாண்டியது சென்செக்ஸ்,தேசிய பங்குசந்தை ஆயிரம் புள்ளிகளை தாண்டியது சென்செக்ஸ்,தேசிய பங்குசந்தை ஆயிரம் புள்ளிகளை தாண்டியது சென்செக்ஸ்,தேசிய பங்குசந்தை ஆயிரம் புள்ளி தாண்டியது சென்செக்ஸ்,வணிகம்,Neutral,https://www.puthiyathalaimurai.com/business/national-stock-exchange-sensex-crossed-62-thousand-points
’Xiaomi’ இந்தியா நிறுவனத்தின் பங்கு சந்தை சரிவு! பணியாளர்களை 1000-க்கும் கீழாக குறைக்க முடிவு!,’’ இந்தியா நிறுவனத்தின் பங்கு சந்தை சரிவு பணியாளர்களை க்கும் கீழாக குறைக்க முடிவு,’’ இந்தியா நிறுவனத்தின் பங்கு சந்தை சரிவு பணியாளர்களை க்கும் கீழாக குறைக்க முடிவு,’’ இந்தியா நிறுவனத்தின் பங் சந்தை சரிவு பணியாளர் க்கும் கீழாக குறைக்க முடிவு,டெக்,Negative,https://www.puthiyathalaimurai.com/technology/xiaomi-india-downsizes-to-less-than-1000-employees
ஆன்லைன் வகுப்புக்கு பட்ஜெட் விலையில் பெஸ்ட் ஸ்மார்ட்போன்கள்! - ஒரு பார்வை,ஆன்லைன் வகுப்புக்கு பட்ஜெட் விலையில் பெஸ்ட் ஸ்மார்ட்போன்கள் ஒரு பார்வை,ஆன்லைன் வகுப்புக்கு பட்ஜெட் விலையில் பெஸ்ட் ஸ்மார்ட்போன்கள் ஒரு பார்வை,ஆன்லைன் வகுப்பு பட்ஜெட் விலையில் பெஸ்ட் ஸ்மார்ட்போன் பார்வை,கல்வி,Positive,https://www.puthiyathalaimurai.com/employment-news-in-tamil-latest-update/what-are-the-best-low-cost-smartphones-suitable-for-online-class-for-students-to-listen-classes-smartly-amid-of-covid19
வால்பாறையில் தயாரானது 'போட் ஹவுஸ்',வால்பாறையில் தயாரானது போட் ஹவுஸ்,வால்பாறையில் தயாரானது போட் ஹவுஸ்,வால்பாறையில் தயாரானது போட் ஹவுஸ்,சிறப்புக் களம்,Neutral,https://www.puthiyathalaimurai.com/features/boat-house-is-ready-for-public-in-valparai
செவியில் இருந்து பிரிக்கமுடியாத சாதனமாகிவிட்ட 'இயர் போன்கள்' - எச்சரிக்கும் வல்லுநர்கள்!,செவியில் இருந்து பிரிக்கமுடியாத சாதனமாகிவிட்ட இயர் போன்கள் எச்சரிக்கும் வல்லுநர்கள்,செவியில் இருந்து பிரிக்கமுடியாத சாதனமாகிவிட்ட இயர் போன்கள் எச்சரிக்கும் வல்லுநர்கள்,செவியில் பிரிக்கமுடியாத சாதனமாகிவி இயர் போன் எச்சரிக்கும் வல்லுநர்,டெக்,Neutral,https://www.puthiyathalaimurai.com/technology/dangers-in-too-much-usage-of-earphones
கேரள பேரழிவு: ’இயற்கையை அழித்தலே காரணம்’ என ஜெய்ராம் ரமேஷ் குற்றச்சாட்டு,கேரள பேரழிவு ’இயற்கையை அழித்தலே காரணம்’ என ஜெய்ராம் ரமேஷ் குற்றச்சாட்டு,கேரள பேரழிவு ’இயற்கையை அழித்தலே காரணம்’ என ஜெய்ராம் ரமேஷ் குற்றச்சாட்டு,கேரள பேரழிவு ’இயற்கையை அழித்தலே காரணம்’ ஜெய்ராம் ரமேஷ் குற்றச்சாட்டு,சுற்றுச்சூழல்,Negative,https://www.puthiyathalaimurai.com/environment/kerala-heavy-rains--jairam-ramesh-blames-destruction-of-nature-
"புதிய தலைமுறை Live Updates - September 03, 2024",புதிய தலைமுறை,புதிய தலைமுறை,புதிய தலைமுறை,live updates,Neutral,https://www.puthiyathalaimurai.com/trending/live-updates/புதிய-தலைமுறை-live-updates-september-03-2024
