category,processed_title
health,உறுப்பு தானம் செய்பவர் செய்ய வேண்டியது
health,விலங்கை சமைத்து சாப்பிடுகிறோமோ குணத்தை பெற்றுவிடுவோமா
health,ரத்த அழுத்ததின் நிலை என்னென்ன வயது ரத்த அழுத்தத்திற்கான வாய்ப்பு அதிகமா
health,ரத்த அழுத்தம் பிரச்னை இருக்கா அப்போ கண்டிப்பா படிங்க
health,சாதாரண மறதிதானே அலட்சியம் வேண்டாம்
health,கேரளா வயது மூதாட்டி சிக்கலான அறுவை சிகிச்சையை செய்து அசத்திய மருத்துவர்
health,நீரிழிவு நோயால் கண் பாதிப்பு வருமா நீரிழிவு ரெட்டினோபதி முக்கிய தகவல்
health,மூளையை உண்ணும் அமீபாவால் அமெரிக்காவில் மாத குழந்தை பலி புது நோய் தொற்று
health,கான்டாக்ட் லென்ஸ் கண் கண்ணாடி லேசர் கிசிச்சை கண்பார்வை பிரச்னைகளும் தீர்வுகளும் பார்வை
health,கண் முன்னாடியே குழ உசுரு போச்சு சுகாதார சீர்கேடே டெங் காரணம் சிறுவனின் தாய் வேதனை
health,’குழந்தை சோர்ந்து இருந்தால்’ டெங் காய்ச்சலில் தற்காப்பது எப் மருத்துவரின் அறிவுரை
health,சென்னை டெங் காய்ச்சல் பாதிப்பால் உயிரிழ வயது சிறுவன் உறவினர் சாலைமறியல் போராட்டம்
health,சதவீதமாக உயர் புற்றுநோய் பாதிப்பு ஆய்வு சொல்வதென்ன
health,கோவிட் சிகிச்சையால் நீல நிறமாக மாறிய குழந்தையின் கண் தாய் செயலால் நிகழ் மாற்றம்
health,பெற்றோருக்கான வழிகாட்டி மழைக்கால நோய்களிலிருந்து குழந்தை காக்க செய்ய
health,குழந்தை சத்தான காலை உணவு எவ்வளவு முக்கியம் தவிர்த்தால் ’ ஆலோசனை
health,பாலில் கலப்படமா தமிழக கேரள எல்லையில் அதிகாரி அதிரடி சோதனை
health,நடுவானில் மூச்சுவிட முடியாமல் தவி குழந்தை உரிய நேரத்தில் உயிரை காப்பாற்றிய எய்ம்ஸ் மருத்துவர்
ampstories,உணவுகளையெல்லாம் சேர்த்து சாப்பிடக்கூடாது
health,இளைஞரின் வயிற்றில் கிட ஹேர் சேஃப்டி பிளேடு அதிர் மருத்துவக்குழு
health,இன்னி காலைல சாப்பிட மறந்துட்டீங்களா பிரச்னை உங் வரலாம்
health,“இவற்றை செய்தால் மார்பகப் புற்றுநோயிலிருந்து எளிதாக மீண்டுவிடலாம் ”
health,குறைப்பிரசவம் ஏற்படு பாதிப்பு எவை தடுக்க கர்ப்பிணி செய்ய வேண்டியவை என்னென்ன
health,மருக் எவ்வாறு உருவாகின்றன இப்படியெல்லாம் கையாளக் கூடாது சி மருத்துவம் சொல்வது
health,கீமோதரப்பி மூலம் கேன்சர் கட்டி கொல்லும் புதிய மாத்திரை நம்பிக்கை அளிக்கும் புதிய ஆய்வு முடிவு
health,இளம் எலி இர நாளங் இணைப்பதால் வயதான எலி ஆயுள் நீளுமா அதிர்ச்சி தரும் ஆய்வு முடிவு
health,மீண்டும் கிளம்பும் பயம் வீகன் ஃபாலோ பண்ணும் இதையெல்லாம் கண்டிப்பா தெரிஞ்சுக்கோங்க
health,”யார் சொல்லியும் கேட்கல” ’வேகன் இன்ஃபுளுயன்சர்’ ஜன்னா சாம்சோனோவா வயதில் பட்டினியால் மரணம்
health,“இனி நாடு முழுவதும் மருந்து மாத்திரை அட்டை ” மருந்து நிறுவனங்
health,இந்திய பெண் மாதவிடாய் சுகாதாரம் கடைப்பிடிக்கும் எப் இரு தரவு சொல்வதென்ன
health,“நுரையீரல் புற்றுநோய் ல் பேரு பழக்கம் இருக்கு” எச்சரிக்கும் மருத்துவர்
health,அறிகுறி இருந்தால் உடனடியாக இதயநோய் மருத்து அணுகுங்
health,மாதவிடாய் தெரிந்துகொள்ள வேண்டிய விஷயங்
health,”இன்னுமா இதையெல்லாம் நம்பிட்டு இருக்கீங்க ” மாதவிடாயும் கட்டுக்கதையில் உண்மைகளும்
health,பிரச்னை யாருக்கெல்லாம் வரலாம் சரிசெய்வது சாத்தியமா
health,தீராத பல் வலி யூ ட்யூபில் தீர்வு தேடிய இளைஞர் உயிரிழ பரிதாபம்
health,டெல்லி ‘இன்னும் நாட் ’ அதிகரிக்கும் மழைக்கால நோய் எச்சரிக்கும் மருத்துவர்
health,அதிகரிக்கும் அரிய வகை நோய் சுகாதார அவசரகால நிலையை அறிவி பெரு அதிர்ச்சி தரும் பின்னணி
health,‘கூகுள் ஆண்டவர் எல்லாவற்றுக்கும் ஆண்டவரா நீங்க நம்பவேண்டியது இணையத்தை இல்ல மருத்து ’
health,”கொஞ்சம் கடினம்தான் மருத்துவ மாணவர் நேரம் பார்க்காமல் பணியாற்ற வேண்டும்” மருத்துவர் வசந்தா
health,பணிச்சுமையால் முதுநிலை மருத்துவ மாணவர் மனநிலை பாதிக்கப்படுகிறதா மூ மருத்துவர் கருத்து
health,இந்தியாவிலேயே முதன்முறையாக தமிழ்நாட்டில் அரசு சார்பில் செயற்கை கருத்தரிப்பு மையங்
health,”ஏன் பெண்கள குறை சொல்றீங்க ” இந்தியாவில் அதிகரிக்கும் குழந்தையின்மை காரணமும் தீர்வும்
ampstories,சிறுநீரக ஆரோக்கியத்திற் வழிவகுக்கும் ஈஸியான டிப்ஸ்
ampstories,ஆண் அவசியம் தெரிந்து வைத்துக்கொள்ள வேண்டிய ஹெல்த் டிப்ஸ்
health,இந்தியாவில் கோடி பேரு நீரிழிவு நோய் அதிர்ச்சியளிக்கும் ஆய்வு
health,மாடு போடப்படும் னின் தாக்கம் பாலிலும் இருக்கிறதா
health,‘முதுகுத் தண்டு சமிக்ஞை அனுப்பும் மூளை’ கால் முடங்கிய நடக்க வை ஆராய்ச்சியாளர்
health,கோடி மக் காலரா தாக்குமா விடு எச்சரிக்கை மருத்துவர் கொடுக்கும் அட்வைஸ்
health,நடிகர் சரத்பாபு உயிரைப்பறி மல்டிபிள் மைலோமா சிகிச்சையே இல்லாத புற்றுநோயா
health,‘செயற்கை இனிப்பு சாப்பிட்டா நீரிழிவு நோய் வருமா ’ சொல்வது விளக்கும் மருத்துவர் மோகன்
health,இர அழுத்தத்தினால் பாதிப்பிலிருந்து தற்காத்துக்கொள்ளவது எப் மருத்துவர் ஆலோசனை
health,‘வாட்ஸ்அப் நர்ஸ் அக்கா விருது ’ மருத்துவப் பணியை ‘ஸ்மார்ட்’டாக செவிலியர் ஜெயலட்சுமி
health,சாப்பி உடனே பசிக்கிறதா அறிகுறிகளாக இருக்கலாம் ஜாக்கிரதை
health,என்னது சிரிச்சா தூங்கிருவாங்களா விசித்திர நோயால் பாதிக்கப்ப பெண்
health,நோன்பு கஞ்சிக்கென்று இவ்வளவு தனி சிறப்பு உள்ளதா எப்படியெல்லாம் ஆரோக்கியத்து உதவு
health,உலக கல்லீரல் தினம் முகத்தில் தெரியும் அறிகுறி அலட்சியப்படு வேண்டாம்
health,மெனோபாஸில் பெண்களே உணவு தவறாம எடுத்துக்கோங்க
health,ரமலான் காலத்தில் இஸ்லாமியர் பேரீச்சம்பழம் மூலம் நோன்பு துறப்பது ஆரோக்கிய பின்னணி இதுதான்
health,’இரண்டு நாளிலேயே மரணம் ’ அமெரிக்காவை அச்சுறுத்தும் ’மாமிசம் உண்ணும்’ பாக்டீரியா காரணம் இதுதான்
health,’ஆபத்தான பாக்டீரியாக் இருக்கு’ கோமியம் குடிப்பவர் எச்சரிக்கும் ஆராய்ச்சி முடிவு
health,அதிகரிக்கும் வெப்பத்திலிருந்து தப்பிக்க செய்யவேண்டியவையும் செய்யக்கூடாதவையும்
health,ஒரேநேரத்துல குழந்தை தாய்ப்பால் தருவது சரியா தெரிஞ்சுகோங்க அம்மாக்களே
health,உடலுறவு உடம்பு சரியில்லையா காரணங்களும் எளிய தீர்வுகளும்
health,ஜாக்கிரதை அறிகுறி ஆர்த்ரிட்டிஸின் ஆரம்பகட்டமாக இருக்கலாம்
health,அடிக்கடி மறந்துபோகிறதா அப்போ உங் பிரச்னையாக இருக்கலாம்
health,அளவில் ஸ்டீராய்டு எடுக்க காரணம் இதுதான் ஜிம் பயிற்சியாளர்
health,ஹைதராபாத் கேன்சர் மருந்தில் கண்டறியப்ப உயிரு ஊறு விளைவிக்கும் பாக்டீரியா அறிக்கை
health,மணிநேரத்துக்கும் அதிகமாக தூங்குபவரா நீங் பக்கவிளைவு தெரிந்துகொள்ளுங்
features,‘சாலை விபத்தில் தலைக்காயம் ஏற்பட்டவர் இதையெல்லாம் செய்யவே கூடாது ’
features,அதிகம் முடி கொட்டு உணர்கிறீர்களா நொடி டெஸ்ட் போதும்
health,‘இரண்டு ஆண் எலிகளிலிருந்து கருமுட்டை உருவாக்கம்’ அசத்திய ஜப்பான் விஞ்ஞானி
health,இருதய குழாயில் சுண்ணாம்பு படிவ அடைப்பு திருச்சி அரசு மருத்துவர் சாதனை
health,“கொரோனாவு அதிகரிக்கும் மாரடைப்பு தடுப்பூசி காரணமா ” மத்திய அரசு விளக்கம்
india,மார்ச் ல் ‘தேசிய தடுப்பூசி தினம்’ கடைபிடிப்பதன் முக்கியத்துவம் முழு பின்னணி
health,தினமும் படிக்கட்டு உபயோகித்தால் இவ்ளோ நன்மைகளா அசரவைக்கும் தகவல்
health,எடையை வேகமா குறைக்கணுமா அப்போ கப் காபி குடிங்க
health,அடுத்தடுத்து மாரடைப்பு ஆசிரியரை போராடி உயிர்பிழைக்க வை அரசு மருத்துவர்
health,வெயிலின் தாக்கத்தால் ஹீட் ஸ்ட்ரோக் டயரியா நோய் மருத்துவர் கொடுக்கும் அறிவுரை
health,உடலுறுப்பு தானம் ராணுவ வீரரின் மனைவி
cinema,இப்போ அதுல ஸ்பெஷலிஸ்ட் பாஸ் நடிகர் ரன்பீர் கபூரின் அசத்தல் பேரண்டிங் டிப்ஸ்
features,அரிய வகை மரபணு நோயால் போராடும் வயது சிறுமி உதவிக்காக காத்திருக்கும் பெற்றோர்
health,சைலன்ட் கில்லராகும் சிறுநீரக தொற்று எப் கட்டுப்படுத்தலாம் முக்கிய வழிமுறை இதோ
health,என்னாது படுத்தவுடன் தூக்கம் வந்தா உடலு கெடுதலா சொல் நிபுணர்
health,புற்றுநோயாளி தெம்பூட்டும் நம்பிக்கை நாயகி அபர்ணாகிரி
india,மத்தியப் பிரதேசத்தில் அதிகரிக்கும் தட்டம்மை வாரத்தில் உயிரிழப்பு
world,உலகின் மிகமிக குறைமாதத்தில் பிற இரட்டையர் சவால் கடந்து சாதனை
india,மருத்துவர் அஜாக்கிரதையான செயலால் சிறுமி எச் வி தொற்று
health,தொடர் இருமல் சளி காய்ச்சல் உங்களுக்கும் இருக்கா அப்போ உங்
features,உலக உடற்பருமன் தினம் பழக்கங் உங்களுடைய வாழ்வையே மாற்றலாம்
features,காலை உணவாக வாழைப்பழம் சாப்பிடுபவரா அப்போ கட்டாயம் தெரிஞ்சுக்கோங்க
world,சி செக்‌ஷன் குழந்தைப் பிறப்பால் கை கால் இழ பெண் செப்டிக் ஷாக் என்றால்
world,விழிப்புடன் இருங் பறவைக்காய்ச்சலால் சிறுமி உயிரிழந்ததையடுத்து கவலை
india,மாதவிடாய் நாட் பணிபுரியும் பெண் விடுப்புக்கோரி வழ உச்சநீதிமன்றம் அறிவுரை
world,ஒவ்வொரு நிமிடங்களுக்கும் தாய்மார் உயிரிழப்பு கவலை தரும் நா அறிக்கை
health,உங் குழந்தையிடம் மாறுதல் இருக்கிறதா மனநல பாதிப்பாக இருக்கலாம்
features,தொடரும் மரணங் விளையாட்டு மாரடைப்பு ஏற்படுவது தடுப்பது எப்
india,குழந்தையா இதயமா ஒரேநேரத்தில் அறுவைசிகிச்சை நிகழ்த்தி லக்னோ மருத்துவர் சாதனை
features,அடிக்கடி பாதங் குளிர்ந்து போகிறதா அறிகுறி காரணங் தீர்வு
india,வருடங் குழந்தை போராடி கருத்தடை ஆபரேஷன் செய்தவரு கணவனால் நட கொடுமை
india,உறுப்பு மாற்று அறுவை சிகிச்சையில் மாபெரும் திருப்பம் மத்திய அரசு அதிரடி மாற்றம்
health,இடங் டாட்டூ குத்துவது ரிஸ்க் எச்சரிக்கும் நிபுணர்
health,பெண் கர்ப்பகாலத்தில் இதய நோய் ஆய்வில் அதிர்ச்சி தகவல்
world,பூதாகரமாய் அச்சுறுத்தும் பூஞ்சை தொற்று எதிர்கொள்ள மனிதகுலம் தயாரா
features,அடிக்கடி நகம் கடிக்கும் பழக்கமுடையவரா உங் தொற்று வாய்ப்பு அதிகம்
tamilnadu,தொடர்ந்து முதலிடத்தில் சென்னை ராஜீவ் காந்தி அரசு மருத்துவமனை எதில் எப் சாத்தியமானது
india,காதலும் காதல் நிமித்தமுமாய்’ இந்தியாவின் கருவுற்ற மாற்று பாலின இணையரின் காதல் கதை
features,ஃபேர்னஸ் க்ரீம் பயன்படுத்தினால் சிறுநீரகம் பாதிக்கப்படுகிறதா ஆய்வில் அதிர்ச்சி
tamilnadu,கண் மருந்தால் பறிபோன உயிர் பேரு தொற்று சென்னையைச் நிறுவனம் உடனடி முடிவு
features,அதிகரிக்கும் வேலை இழப்பால் சிறுநீரக பிரச்னைகளும் அதிகரிக்கிறதா எச்சரிக்கும் நிபுணர்
health,கர்ப்பகாலத்தில் அசைவம் சாப்பிட்டால் நஞ்சாகுமா தாய்ப்பால் ஆய்வு சொல்லும் அதிர்ச்சி தகவல்
features,அசைவம் உண்பது கெ பழக்கம் என்றாரா ரஜினிகாந்த் பேச்சும் மருத்துவரின் விளக்கமும்
features,ஸ்நாக்ஸ் டீயுடன் சேர்த்து சாப்பிடுபவரா ஆபத்து உங்
features,”மனப்பதற்றம் பீதி அகோராபோபியா டிஸார்டர்” வேலையிழப்பும் அதிகரிக்கும் மனநல பிரச்னைகளும்
features,இரவு சாப்பி கொஞ்ச நேரம் நடந்துதான் பாருங்களேன் எவ்வளவு நன்மை இரு தெரியுமா
health,”உடல் எடை பரம்பரை காரணமாக இருக்கலாமா ” டாக்டர் அக்‌ஷயா நாகப்பனின் விரிவான பேட்டி
world,நைஜீரியாவில் வெடித்துள்ள டிப்தீரியா மாகாணத்தில் மரணம்
features,வைட்டமின் டி குறைபாடு தசை இழப்பு காரணமாகிறதா காரணங் தெரிந்துகொள்ளுங்
features,முடி கொட்டுகிறதா தினசரி குடிக்கும் பானங் காரணமாக இருக்கலாம் டிப்ஸ்
health,ஜங்க் புட் பிரியாணி அதிகமாக சாப்பிடலாமா உணவுமுறை குறித்து மருத்துவரின் விளக்கங்
tamilnadu,மருத்துவரின் பரிந்துரை சீட்டு இல்லாமல் தூக்க மருந்து கொடுக்கக் கூடாது எச்சரிக்கை
cinema,”என் அழகையும் நிறத்தையும் இழக்கிறேன்” நடிகை மம்தா மோகன்தாஸ் உருக்கம்
features,குளிர்காலத்தில் காதடைப்பு அதிகம் ஏற்படுவது எளிய தீர்வு
features,ஹைபர் டென்ஷனு வழிவகுக்கிறதா மீன் இருப்பினும் அச்சுறுத்தும் அறிக்கை
world,மரியான் பயோடெக் இருமல் மருந்து பயன்படுத்தாதீர் எச்சரிக்கை
india,இந்திய இருமல் மருந்தை குடி குழந்தை உயிரிழப்பு உஸ்பெகிஸ்தான் அரசு குற்றச்சாட்டு
features,ஆரோக்கியத்தில் கவனம் செலுத்துபவரா பழக்கங் வழக்கமாக்கிக்கோங்க
features,குளிர்காலம் வந்தாலே ஆஸ்துமா அதிகரிக்கிறதா காரணங்களும் தீர்வுகளும்
health,மெனோபாஸை நெருங்கும் பெண்களா நீங் உங்களுக்கான தகவல்
india,கிலோ கேன்சர் கட்டியை தொப்பை நினை பெண் அகற்றியது எப்
tamilnadu,வயது பெண்ணு எலும்பு மூட்டு மாற்று அறுவை சிகிச்சை அரசு மருத்துவமனையில் சாதனை
world,லைட்டா டிரிங்ஸ் அடிச்சா ஒன்னும் செய்யாது நினைப்பவரா நீங் எச்சரிக்
features,வலதுபக்க அடிவயிறு வலிக்கிறதா பிரச்னை அறிகுறிகளாக இருக்கலாம்
features,அஞ்சறைப்பெட்டி அறி கருப்பு மிள சாப்பிட்டால் கொலஸ்ட்ராலும் உடல் எடையும் குறையுமா
health,சி மருத்துவர் ஷர்மிகாவின் சர்ச்சை வீடியோக் விசாரிக்க குழு அமைப்பு
world,நாடித்துடிப்பே இல்லாமல் வாழ் உலகின் மனிதர் தெரியுமா
health,மருத்துவத்துக்கும் புழுவுக்கும் தொடர்பு பேரரசின் வெற்றியும் புழுவின் பின்னணியும்
health,விஷயத்தை பெற்றோர் கவனித்தால் போதும் குழந்தைகளுக்கான பல் பராமரிப்பு டிப்ஸ்
features,உங் சிறுநீரில் இந்த நிறமாற்றங் ஏற்படுகிறதா காரணங் தெரிந்துகொள்ளுங்
features,அறிகுறி தென்படுகிறதா சாதாரணமாக நினைக்கவேண்டாம் எச்சரிக்கும் நிபுணர்
world,கர்ப்பம் கொடூர பிரசவ வலியை அனுபவி பெண் நட
features,கேன்சர் பத்தி தெரியும்னு மம்மி டாடி சொல்லாதீங்க’ டாக்டரிடம் சிறுவன்
tamilnadu,உடல் எடையை குறைக்க மருந்து சாப்பி இளைஞரு பத்தே நாட் ஏற்ப துயரம்
features,நாள்ப இடுப்புவலியால் அவதிப்படுகிறவரா இயற்கை வழி உங் உதவலாம்
india,மாதங் மத்திய அரசு கவனத்து போகணும்’ செயற்கை கருவூட்டல் உயர்நீதிமன்றம்
health,உடல் எடையை குறைக்க சுயமாக மருந்து எடுப்பவரா நீங் எச்சரிக்கும் மருத்துவர்
features,சிப்ஸ் சாப்பிடுவதை நிறுத்தமுடியவில்லையா சொல் நிபுணர்
features,இதய நோய் புற்றுநோய் தீர்வுதரும் வாவ்’ சூப்பர்ஃபுட்ஸ் உங்களுக்காக
india,மீண்டும் பரவும் கொரோனா தயாராக இருக்கிறதா இந்திய அரசு அலசல்
india,அச்சுறுத்தும் ஓமைக்ரான் திரிபு அறிகுறி என்னென்ன முன்னெச்சரிக்கை நடவடிக்கை
features,குளிர் காலத்தில் தூக்கம் அதிகமாக வரு தெரியுமா நடுங்க வைக்கும் காரணங்
india,கெளம்பிருச்சு பா கெளம்பிருச்சு பா புனேவில் கண்டறியப்ப புதிய வைரஸ்
india,இந்தியாவில் உயரும் தற்கொலை தற்கொலை எண்ணத்திலிருந்து மீள்வது எப் ஆலோசனை
india,தற்கொலை நட இந்திய மாநிலங் பட்டியலில் தமிழகத்தின் மத்திய அரசு தகவல்
features,சூடான சாதத்தில் தயிர் கலந்து சாப்பிட்டால் பிரச்னை வருமாம் தயிரின் நன்மை தீமை இதோ
health,உங்க பண்ணனுமா தவறு தவிர்த்துடுங்க
features,வைட்டமின் டி குறைபாட்டால் உடல் பருமனாகிறதா சொல் ஆய்வு
features,இருமும்போதும் தும்மும்போதும் நெஞ்சு வலிக்கிறதா ஈஸியாக எடுத்துக்கொள்ள வேண்டாம்
world,வயிற்றில் குழந்தை கண்டறியப்ப அரிய வகை கேன்சர் ஆனாலும் ஆரோக்கியமாக பிற குழந்தை
health,க்குள் கண்ணாடி பொருத்துவதன் சுவாரஸ்ய பின்னணி தெரியுமா
features,கருக்கலைப்பு மாத்திரையால் பரிதாபமாக உயிரிழ பெண் பக்கவிளைவு தெரிந்துகொள்ளுங்
features,தலைவலியில் இத்தனை வகை இருக்கா உங்களுடையது வகை காரணங்களும் இயற்கை தீர்வுகளும்
features,அறிகுறி தென்படுகிறதா உங் ரத்தக்குழாய் அடைப்பு அர்த்தமாம்
world,பிற குழந்தையின் வயிற்றுக்குள் இரட்டை கரு ஸ்கேனை பார்த்து அதிர்ச்சியடை தாய்
india,இந்தியாவில் அதிகரித்து கேன்சர் மத்திய அரசு கொடு அதிர்ச்சி ரிப்போர்ட்
features,நீங்க எக்சர்சைஸ் செய்பவரா அறிகுறி தெரிந்தால் உடனே உஷார் ஆகிடுங்க
india,வகை நோய் வயது பெண்ணின் கிலோ கல்லீரலை நீக்கி மருத்துவர் சாதனை
features,குளிர்காலத்தில் தயிர் சாப்பிடலாமா சாப்பிட்டால் என்னவாகும் தவறான கருத்துகளும் உண்மையும்
world,இருமுனதுக்கே எலும்பு முறிவா காரமான உணவை சாப்பி சீனப்பெண்ணு நட சோகம்
india,வார கருவை கலைக்க பெண்ணு நீதிமன்றம் அனுமதி பின்னணி
features,ட்விட்டரில் ட்ரெண்டாகும் அதிகம் பகிரப்படும் வீடியோக்களும் காரணமும்
features,ஆண் பாதிக்கும் விதைப்பை புற்றுநோய் கொய்யா இலையில் தீர்வா
world,புத்துயிர் பெற்றதா வருட பழமையான ஜாம்பி வைரஸ் எதிர்காலத்தில் என்னவாகும்
india,இளைஞரின் அழகை குறை வழுக்கை ரிஸ்க்கில் முடி முடி மாற்றும் சிகிச்சை நட
features,வண்டி ஓட்டும் ஆஃபிஸ்ல இருக்கும்போதுலாம் தூக்கம் வருதா உங் படிங்க
tamilnadu,‘கைதி உளவியல் சிக்கல் தீர்வாக இதுதான் உதவும்’ மதுரைக்கிளை நீதிபதி கருத்து
health,செய்தி எதிரொலி கல்லீரல் வீக்கம் நோயால் பாதிக்கப்ப சிறுமி கிடை உதவி
tamilnadu,தமிழகத்தில் அரசு மருத்துவமனையில் கூட செயற்கை கருத்தரித்தல் மையம் இல்லை’ ல் தகவல்
tamilnadu,’மிஷன் சென்னை’ புதிய திட்டத்தை அறிமுகப்படுத்தியது ஹூண்டாய் மோ
health,என்னது சிகப்பு அரிசி ல இவ்வளவு நன்மைகளா
india,இந்தியாவில் பேறுகால இறப்பு விகிதத்தில் சரிவு தமிழ்நாட்டில் எவ்வளவு தெரியுமா
features,முட்டை சாப்பிடுவதால் அறிவாற்றல் அதிகரிக்கிறதா சொல் ஆய்வு முடிவு
health,தனியாக சாப்பிட்டால் இதயக்கோளாறு நிச்சயமாம் கூடவே எக்கச்சக்கமான பாதிப்புகளும்
features,கொரோனாவு இணையான அச்சுறுத்தலா கேமல் ஃப்ளூ தொற்றின் அறிகுறிகளும் தாக்கங்களும்
world,”உணவு இடமில்லை” சிறுமியின் வயிற்றுக்குள் கிலோ தலைமுடி புதுவித வியாதி
tamilnadu,அரசு மருத்துவமனையால் மறு பிறந்திருக்கேன்” இதயமாற்று அறுவைசிகிச்சை செய்தவர் நெகிழ்ச்சி
tamilnadu,”சர்க்கரை நோயாளியா உணவை வழியில் சாப்பிடுங்கள்” அமைச்சர் மா சுப்ரமணியன் டிப்ஸ்
features,உயர் ரத்த அழுத்தத்திற் மன அழுத்தம் காரணம் நினைக்கிறீர்களா ஆய்வு முடிவு
tamilnadu,’என்ன செய்யுறதுனே தெரியல’ அரியவகை சிதைவு நோயால் அவதிப்படும் சிறுமி வேதனையில் பெற்றோர்
features,உப்பு சேர்ப்பது மூளையை பாதிக்கிறதா பிரச்னைகளும் தீர்வுகளும்
features,திருமணமே செய்யமால் உறவில் நீடிப்பது சாத்தியமா எழும் பிரச்னைகளும் உளவியலாளர் விளக்கமும்
features,குளிர்காலத்தில் மலச்சிக்கல் ஆபத்தானதா செய்ய வேண்டியவை என்னென்ன
features,”ஆண் விந்தணு உற்பத்தி எண்ணிக்கை குறைந்துவிட்டது” அதிர்ச்சிதரும் ஆய்வு முடிவு
india,”ஆர்கானிக் புற்றுநோய் அபாயம்” மாதவிடாய் குறி ஆய்வில் பகீர் தகவல்
cinema,நடிகை சமந்தா ஐதராபாத் மருத்துவமனையில் அனுமதியா உண்மையான தகவல்
features,தைராய்டை கட்டுப்படுத்தும் கொத்தமல்லி நன்மைகளும் பயன்படுத்தும் முறைகளும்
features,தண்ணீர் குடிப்பது உயிரு ஆபத்தா புரூஸ் லீ இறப்பு இதுதான் காரணமா
world,’உலகின் வயதான குழந்தைகள்’ ஆண்டு பதப்படுத்தப்ப கருவிலிருந்து ட்வின்ஸ்
health,குளிர் தண்ணீரில் குளித்தால் உயிரையே காவு வாங்குமா எச்சரிக்கையும் வழிமுறையும்
features,எப்போதும் சோர்வு உங் வாட்டுகிறதா நீரிழிவு நோயாளி கவனத்திற்
features,நீங் சாப்பிடுவது இஞ்சியா அ இஞ்சி மாதிரியா போலியால் இவ்வளவு ஆபத்துகளா
features,குளிர்காலத்தில் ஜில் தண்ணீரில் குளித்தால் மாரடைப்பு வருமா எச்சரிக்கும் நிபுணர்
india,வயது நபரின் சிறுநீரகத்தில் கால்பந்து சைஸ் கட்டி வெற்றிகரமாக அகற்றிய மருத்துவர்
health,கருப்பை வாய்ப் புற்றுநோயால் அதிகரிக்கும் மரணங் தீர்வு கொடுக்கிறதா தடுப்பூசி
features,ஆல்கஹால் குடிப்பது பெண் பிறப்புறுப்பு வறட்சியை ஏற்படுத்துகிறதா ஆய்வில் அதிர்ச்சி
health,அடிக்கடி தசை இழுக்கிறதா அப்போ உடலில் குறைபாடாக இருக்கலாம்
health,வேகமாக பரவும் மெட்ராஸ் அலட்சியமாக விட்டால் கண்பார்வையை இழக்க நேரிடும் எச்சரிக்கை
coronavirus,கோவாக்சின் தடுப்பூசி ஒப்புதலில் முறைகேடு நடந்ததா திட்டவட்டமாக மறுக்கும் மத்திய அரசு
tamilnadu,டெங் காய்ச்சல் தமிழகத்தில் உயிரிழப்பு மா சுப்பிரமணியன் தகவல்
features,செக்ஸ் ஆர்வத்தை குறைக்கிறதா புகை காற்று மாசு அதிர்ச்சியளிக்கும் நிபுணர்
features,ஜிம்மில் கடுமையாக உடற்பயிற்சி செய்பவரா நீங் அறிகுறி வந்தால் ஜாக்கிரதை
india,ஜிம்மில் பயிற்சி செய்துகொண்டிரு திடீர் மாரடைப்பு பரிதாபமாக உயிரிழ டிவி நடிகர்
india,சிறுநீரக கல் நீக்க அறுவை சிகிச்சை சென்றவரு நட சோகம் கடைசியில் தெரிய உண்மை
world,முதன்முறையாக கையில் வளர் மூ டி பிரிண்டிங் டெக்னாலஜியில் இதுவும் சாத்தியமா
features,அஞ்சறைப்பெட்டி அறி இலவங்கப்பட்டையில் இவ்ளோ நன்மை இருக்கா பட்டியலிடும் நிபுணர்
features,வயதை கட பெண்களே உணவுமுறை உங்
tamilnadu,திருச்சியில் வேகமாக பரவி மெட்ராஸ் தொற்று எச்சரிக்கும் மருத்துவர்
india,வயது சிறுவனின் உயிரை பறி திடீர் மாரடைப்பு என்னதான் நட
features,பால் விரும்பியா நீங் உங் இதயத்திற் நல்லதல்ல எச்சரிக்கும் ஆய்வு
health,பெற்றால்தான் பிள்ளையா குழந்தை தாய்ப்பால் தாகம் தீர்த்து உயர் தாய்
features,என்னது குறட்டைவிட்டால் கண்பார்வை பறிபோகிறதா அதிர்ச்சி தரும் ஆய்வு முடிவு
features,உலகிலேயே அரிய நிகழ்வு பிற குழந்தையின் வயிற்றுக்குள் கருக் ஜார்க்கண்டில் அதிசயம்
features,டாய்லெட்டைவிட செல்போனில் அதிகமிருக் பாக்டீரியாக் அதிர்ச்சிதரும் ஆய்வு முடிவு
features,வெந்நீர் குளிர் தண்ணீர் எதில் குளிப்பதில் நன்மை அதிகம் குளுகுளு பார்வை
health,வெயில்காலத்திலும் வெந்நீரில் குளிக்கும் பழக்கமுடையவரா அப்போ பலன் தெரிஞ்சுக்கோங்க
health,எந்தெ சூழ்நிலை அமைதியாக இருக்கலாம் பொருள் ஏவல் டிப்ஸ்
features,பயணத்தின் பிரச்னைகளா காரணங் தெரிந்துகொள்ளுங்
world,’சோம்பீஸ்’ புறாக் பிரிட்டனில் பரவும் மர்ம நோயால் அச்சம்
features,இரவெல்லாம் உங் தூக்கமில்லையா உங் பிரச்னை வரலாம்
